GRIDCODE,CVENTMUN,LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),LONG_CARR_x_CELDA x CARRILES,Fter
23879,30066,89489.731,393.493,0.004397074
23880,30066,89489.731,10683.940,0.119387324
23880,30066,89489.731,1474.597,0.016477832
23882,30124,418494.217,855.995,0.002045417
23882,30124,418494.217,6209.681,0.014838153
23882,30124,418494.217,8491.214,0.02028992
23882,30124,418494.217,15206.826,0.036337005
23884,30124,418494.217,369.754,0.000883535
23884,30124,418494.217,6876.886,0.016432452
23884,30158,159201.780,588.068,0.003693851
23964,04008,203616.387,22409.472,0.110057313
23965,04008,203616.387,1189.225,0.005840518
23968,04006,677328.665,1910.071,0.002820006
23969,04006,677328.665,4296.783,0.00634372
23970,04006,677328.665,21137.765,0.031207545
23971,04006,677328.665,16528.471,0.024402438
23974,31079,318330.872,5556.757,0.017455915
23975,31079,318330.872,6181.987,0.019420003
23977,31098,184451.049,10984.492,0.05955234
23985,23002,1277708.179,17761.915,0.013901386
23986,23002,1277708.179,425.833,0.000333279
24147,14084,124366.386,5505.783,0.044270666
24148,14084,124366.386,1496.160,0.012030259
24148,14084,124366.386,4040.823,0.032491283
24148,14084,124366.386,2960.774,0.023806866
24148,14084,124366.386,797.928,0.006415944
24148,14084,124366.386,3017.763,0.024265103
24152,14012,98195.839,3040.157,0.030960139
24153,14062,64345.260,220.508,0.003426957
24155,14011,25754.633,212.034,0.008232837
24157,14006,184714.391,13099.405,0.070917079
24157,14077,93991.302,2802.022,0.029811502
24157,14088,118385.005,2462.715,0.02080259
24157,14006,184714.391,1832.983,0.009923338
24157,14077,93991.302,835.123,0.008885114
24158,14077,93991.302,4751.375,0.050551223
24158,14077,93991.302,5787.603,0.061575943
24158,14077,93991.302,1290.609,0.013731153
24159,14077,93991.302,0.425,4.52496E-06
24161,14002,105841.018,6531.430,0.061709822
24162,14002,105841.018,355.951,0.003363075
24164,14097,311642.044,1542.269,0.004948847
24164,14097,311642.044,1326.043,0.00425502
24165,14097,311642.044,2898.466,0.009300627
24165,14097,311642.044,7401.176,0.023748965
24165,14050,106417.707,1865.130,0.017526505
24166,14044,102791.076,6710.194,0.065279927
24166,14050,106417.707,201.694,0.001895302
24166,14044,102791.076,4022.632,0.039134055
24166,14044,102791.076,161.017,0.001566452
24167,14030,76950.333,588.444,0.007647062
24167,14051,39940.549,17857.350,0.447098266
24167,14051,39940.549,2033.132,0.050903948
24168,14030,76950.333,1924.687,0.025012074
24168,14051,39940.549,1600.713,0.040077395
24168,14030,76950.333,701.782,0.00911993
24168,14051,39940.549,2151.942,0.053878625
24168,14123,198877.335,4855.110,0.024412587
24168,14051,39940.549,4767.314,0.119360246
24168,14123,198877.335,4104.361,0.020637649
24168,14123,198877.335,2940.850,0.014787255
24169,14123,198877.335,17232.030,0.086646524
24169,14123,198877.335,4145.476,0.020844385
24175,14018,228253.704,4746.599,0.020795276
24176,14018,228253.704,1033.822,0.004529269
24176,14018,228253.704,1868.678,0.008186847
24176,14016,132906.554,13035.361,0.098079141
24176,14018,228253.704,2432.445,0.010656761
24179,14033,84647.629,10461.791,0.123592252
24181,11023,420328.637,124.170,0.000295411
24184,11023,420328.637,10.192,2.4248E-05
24184,11023,420328.637,11257.154,0.026781791
24184,11023,420328.637,283.508,0.000674492
24186,11001,190892.190,1481.042,0.007758524
24186,11016,45567.019,7408.751,0.162590199
24186,11016,45567.019,4691.526,0.102958797
24186,11001,190892.190,9798.982,0.051332547
24186,11016,45567.019,1773.151,0.038913035
24186,11001,190892.190,1391.344,0.007288635
24187,11001,190892.190,8760.623,0.045893038
24187,11016,45567.019,3692.731,0.081039548
24188,11042,161873.216,1953.424,0.012067615
24189,11042,161873.216,269.065,0.001662195
24190,11042,161873.216,879.551,0.005433582
24190,11042,161873.216,6764.868,0.041791149
24191,11011,103965.803,499.061,0.004800241
24191,11027,248331.578,6645.218,0.026759455
24191,11011,103965.803,786.521,0.007565187
24191,11042,161873.216,2873.683,0.017752678
24191,11018,87911.982,5909.737,0.067223344
24192,11011,103965.803,1299.336,0.012497727
24192,11011,103965.803,117.468,0.001129876
24192,11011,103965.803,999.836,0.00961697
24195,11007,289368.998,15962.736,0.055163945
24195,11039,133958.450,5598.109,0.041789892
24196,11004,145522.124,14415.868,0.099063069
24197,11004,145522.124,7756.883,0.053303806
24197,11004,145522.124,4740.870,0.032578346
24198,11004,145522.124,565.687,0.003887291
24198,22006,147048.147,5253.223,0.03572451
24198,11004,145522.124,10291.549,0.070721545
24198,22006,147048.147,768.876,0.005228739
24198,11019,214725.251,1476.216,0.006874906
24198,22006,147048.147,2295.288,0.015609089
24199,22006,147048.147,5998.026,0.04078954
24199,22006,147048.147,658.186,0.004475987
24199,22006,147048.147,247.702,0.001684497
24199,22006,147048.147,1561.117,0.010616365
24199,22006,147048.147,810.590,0.005512412
24199,22006,147048.147,2601.668,0.017692624
24199,22006,147048.147,1120.582,0.007620514
24199,22006,147048.147,3494.164,0.023762043
24199,22008,146412.643,3649.732,0.02492771
24199,22006,147048.147,1324.117,0.009004653
24199,22008,146412.643,5413.340,0.036973174
24200,22008,146412.643,2449.981,0.016733401
24200,22008,146412.643,11290.314,0.077112969
24202,22012,171172.580,16.132,9.42412E-05
24202,22012,171172.580,1626.576,0.009502548
24203,22016,399698.024,2528.834,0.006326862
24204,22016,399698.024,386.930,0.000968057
24204,22017,139495.221,219.421,0.001572968
24204,22016,399698.024,5767.985,0.014430856
24204,22016,399698.024,8173.921,0.020450241
24204,22016,399698.024,84.292,0.000210888
24205,22016,399698.024,2012.508,0.005035072
24205,22016,399698.024,6828.125,0.01708321
24206,13029,221309.918,11824.009,0.053427381
24206,13029,221309.918,1096.909,0.004956437
24208,13029,221309.918,993.910,0.00449103
24209,13029,221309.918,1103.808,0.004987614
24211,13006,107837.714,9748.394,0.090398743
24211,13006,107837.714,10687.557,0.099107786
24211,13006,107837.714,101.043,0.000936992
24212,13030,162417.830,110.918,0.000682918
24215,13055,66156.607,1207.385,0.018250401
24216,13003,103052.695,249.812,0.002424123
24216,13055,66156.607,4247.165,0.064198656
24216,13055,66156.607,2627.292,0.039713219
24219,13012,149016.871,26782.553,0.179728324
24219,13012,149016.871,5310.515,0.035637004
24219,13036,84884.379,1826.746,0.021520398
24220,13012,149016.871,280.719,0.001883809
24220,13012,149016.871,15719.130,0.105485575
24220,13012,149016.871,376.320,0.002525353
24221,30072,108099.962,2935.833,0.027158502
24221,30198,106486.310,95.313,0.000895073
24222,13004,52202.714,5892.440,0.112876116
24222,13004,52202.714,12260.701,0.234867122
24222,30198,106486.310,5993.463,0.056283882
24222,30198,106486.310,4355.364,0.040900695
24223,13053,44265.053,1795.075,0.040552878
24224,13053,44265.053,14950.176,0.337742189
24224,13053,44265.053,9072.056,0.204948506
24224,13053,44265.053,1086.706,0.024549967
24226,21109,88477.964,190.155,0.002149176
24226,21178,20640.076,14405.098,0.697918844
24226,21187,28383.092,17780.372,0.626442407
24228,21086,70543.419,1125.243,0.01595107
24230,30051,82771.033,6463.592,0.078090022
24231,30051,82771.033,7601.631,0.091839265
24231,30051,82771.033,14339.312,0.173240705
24231,30040,70015.550,9863.794,0.140880053
24231,30051,82771.033,6711.006,0.081079157
24231,30066,89489.731,926.002,0.010347574
24232,30066,89489.731,4903.228,0.054790952
24232,30040,70015.550,1687.459,0.0241012
24232,30066,89489.731,1142.271,0.012764263
24232,30124,418494.217,6973.208,0.016662615
24232,30040,70015.550,10911.004,0.155836872
24232,30051,82771.033,617.112,0.007455647
24232,30066,89489.731,2046.034,0.022863344
24232,30040,70015.550,2351.270,0.033582111
24233,30040,70015.550,414.659,0.005922382
24233,30066,89489.731,2931.071,0.032753159
24233,30124,418494.217,9854.835,0.023548318
24235,30124,418494.217,1511.488,0.00361173
24235,30124,418494.217,976.191,0.002332627
24235,30124,418494.217,4027.719,0.009624313
24235,30124,418494.217,1569.422,0.003750165
24235,30124,418494.217,6467.198,0.015453495
24235,30124,418494.217,141.645,0.000338463
24235,30124,418494.217,5514.048,0.013175925
24236,30124,418494.217,10651.780,0.025452634
24236,30069,66681.824,321.574,0.00482252
24236,30124,418494.217,5161.719,0.012334026
24236,30124,418494.217,1869.909,0.004468182
24237,30158,159201.780,1325.502,0.008325924
24238,30158,159201.780,9502.794,0.059690247
24239,30158,159201.780,992.403,0.006233618
24317,04008,203616.387,9056.143,0.044476496
24318,04008,203616.387,367.992,0.00180728
24318,04008,203616.387,2948.751,0.014481893
24322,04006,677328.665,13012.410,0.019211368
24330,31098,184451.049,11866.945,0.064336554
24338,23002,1277708.179,12236.881,0.009577211
24339,23002,1277708.179,8654.283,0.006773286
24339,23002,1277708.179,1084.153,0.000848514
24339,23002,1277708.179,10306.360,0.008066286
24500,14084,124366.386,17270.099,0.138864685
24504,14062,64345.260,1082.657,0.016825742
24505,14062,64345.260,4000.284,0.062169048
24505,14012,98195.839,13738.689,0.139911112
24505,14012,98195.839,1065.946,0.010855307
24505,14062,64345.260,12009.471,0.186641109
24506,14062,64345.260,4917.684,0.07642651
24510,14006,184714.391,422.478,0.002287195
24510,14006,184714.391,9518.832,0.051532706
24511,14006,184714.391,116.611,0.000631307
24512,14077,93991.302,865.001,0.009202988
24512,14077,93991.302,1419.172,0.015098968
24512,14077,93991.302,1572.439,0.016729627
24512,14024,96623.670,6501.954,0.067291522
24512,14077,93991.302,1446.149,0.015385986
24512,14024,96623.670,3720.760,0.038507746
24512,14077,93991.302,8200.883,0.087251509
24512,14077,93991.302,2898.997,0.030843252
24514,14002,105841.018,715.815,0.006763117
24514,14002,105841.018,6144.141,0.058050657
24514,14002,105841.018,3461.372,0.032703502
24514,14083,123559.912,55.547,0.000449551
24515,14002,105841.018,133.062,0.001257188
24515,14083,123559.912,7941.477,0.064272275
24515,14083,123559.912,1334.692,0.010801981
24517,14097,311642.044,391.229,0.001255379
24518,14097,311642.044,7430.642,0.023843517
24518,14097,311642.044,263.467,0.000845416
24518,14097,311642.044,2301.895,0.007386344
24518,14097,311642.044,4477.643,0.014367904
24518,14097,311642.044,2528.818,0.008114495
24518,14097,311642.044,1587.550,0.005094147
24518,14097,311642.044,1408.032,0.004518108
24518,14097,311642.044,2664.018,0.008548325
24519,14097,311642.044,2125.812,0.006821325
24520,14051,39940.549,1963.143,0.049151633
24520,14051,39940.549,5479.549,0.137192637
24521,14123,198877.335,1469.618,0.007389569
24521,14124,336615.997,3335.348,0.009908466
24521,14124,336615.997,1729.670,0.005138407
24522,14123,198877.335,158.720,0.000798079
24522,14123,198877.335,2290.469,0.011516993
24522,14124,336615.997,3727.890,0.011074608
24522,14123,198877.335,17074.983,0.085856855
24522,14124,336615.997,2845.479,0.00845319
24522,14124,336615.997,1936.016,0.005751408
24522,14123,198877.335,1476.513,0.007424241
24522,14123,198877.335,2615.118,0.013149403
24523,14123,198877.335,1197.328,0.006020435
24523,14123,198877.335,2982.900,0.014998693
24523,14123,198877.335,2739.861,0.013776637
24523,14123,198877.335,3081.332,0.015493631
24524,14123,198877.335,987.632,0.004966036
24529,14016,132906.554,12868.225,0.096821595
24530,14016,132906.554,2940.094,0.022121514
24531,14048,202312.647,1969.186,0.009733382
24532,14033,84647.629,3160.565,0.037337909
24532,14048,202312.647,8253.497,0.040795753
24533,14048,202312.647,2633.277,0.01301588
24533,14033,84647.629,20199.374,0.238628936
24534,11023,420328.637,3209.966,0.007636801
24536,11023,420328.637,2853.747,0.006789324
24537,11023,420328.637,4849.234,0.011536769
24538,11012,87700.385,6714.718,0.076564298
24538,11001,190892.190,701.369,0.003674162
24538,11001,190892.190,1920.303,0.010059622
24538,11001,190892.190,3551.531,0.018604906
24539,11001,190892.190,4504.363,0.023596373
24540,11001,190892.190,8880.290,0.046519924
24540,11001,190892.190,1470.270,0.007702097
24540,11001,190892.190,4147.411,0.021726459
24540,11001,190892.190,5.030,2.63526E-05
24540,11017,517757.216,5144.591,0.0099363
24540,11024,37041.602,1571.535,0.042426207
24540,11001,190892.190,207.735,0.001088231
24541,11042,161873.216,36.051,0.000222712
24541,11042,161873.216,133.871,0.000827011
24541,11042,161873.216,12.642,7.80975E-05
24541,11024,37041.602,1677.289,0.045281229
24544,11027,248331.578,9776.072,0.03936701
24545,11011,103965.803,2644.427,0.025435546
24545,11044,69003.973,110.677,0.001603929
24545,11044,69003.973,542.950,0.007868391
24545,11044,69003.973,227.308,0.003294127
24545,11011,103965.803,3700.323,0.03559173
24548,11007,289368.998,5890.148,0.020355147
24549,11007,289368.998,13.550,4.68268E-05
24549,11004,145522.124,2353.650,0.016173829
24549,11005,263388.369,896.173,0.003402476
24549,11005,263388.369,1441.279,0.005472069
24549,11005,263388.369,3210.193,0.012188058
24549,11005,263388.369,928.438,0.003524978
24550,11004,145522.124,8867.912,0.060938581
24550,11004,145522.124,1420.826,0.009763641
24550,11005,263388.369,258.562,0.000981676
24550,11004,145522.124,3530.489,0.024260838
24550,11005,263388.369,2049.652,0.007781863
24551,22006,147048.147,14182.699,0.096449357
24551,11004,145522.124,7083.728,0.048678013
24551,22006,147048.147,715.762,0.004867534
24552,22006,147048.147,33.774,0.000229678
24552,22006,147048.147,2324.745,0.015809416
24552,22014,395724.362,2385.001,0.006026924
24552,22008,146412.643,2276.941,0.015551531
24554,22012,171172.580,122.443,0.000715317
24555,22012,171172.580,1244.449,0.007270145
24555,22012,171172.580,1011.370,0.005908481
24555,22012,171172.580,1655.702,0.009672705
24555,22012,171172.580,2017.779,0.011787978
24555,22012,171172.580,1871.629,0.010934165
24555,22012,171172.580,3163.966,0.018484069
24555,22012,171172.580,1407.635,0.008223484
24555,22012,171172.580,4590.403,0.026817398
24555,22012,171172.580,1206.629,0.007049197
24556,22016,399698.024,7637.646,0.019108541
24556,22012,171172.580,4691.703,0.0274092
24556,22016,399698.024,1355.727,0.003391879
24556,22016,399698.024,804.371,0.002012446
24556,22012,171172.580,258.558,0.001510509
24556,22012,171172.580,297.463,0.001737796
24556,22012,171172.580,2370.698,0.01384975
24556,22017,139495.221,573.498,0.004111239
24556,22016,399698.024,4232.146,0.010588359
24561,13059,128080.545,17534.068,0.13689876
24561,13029,221309.918,421.798,0.001905916
24562,13029,221309.918,3435.066,0.015521519
24562,13059,128080.545,3225.464,0.025183088
24562,13029,221309.918,3795.779,0.017151417
24566,13030,162417.830,1864.158,0.011477546
24567,13015,151205.661,2783.761,0.018410428
24567,13030,162417.830,5679.834,0.034970506
24567,13015,151205.661,2052.917,0.013576988
24568,13015,151205.661,4724.562,0.031245932
24568,13055,66156.607,8927.924,0.134951359
24568,13015,151205.661,5654.351,0.037395101
24568,13015,151205.661,3579.886,0.023675611
24569,13055,66156.607,4211.643,0.063661719
24572,13036,84884.379,17678.592,0.208266735
24574,30072,108099.962,153.708,0.001421908
24574,30198,106486.310,1137.954,0.010686389
24575,30072,108099.962,396.531,0.003668188
24575,30198,106486.310,3582.120,0.033639258
24575,30072,108099.962,90.289,0.000835234
24575,30198,106486.310,21902.444,0.205683193
24575,30198,106486.310,1560.644,0.014655821
24575,30072,108099.962,3691.011,0.034144427
24575,30198,106486.310,31795.425,0.298586974
24576,30198,106486.310,174.887,0.001642342
24576,30198,106486.310,2569.293,0.024127915
24576,30198,106486.310,760.135,0.00713834
24576,13053,44265.053,1844.518,0.041669843
24576,30180,59305.081,677.688,0.011427151
24576,30198,106486.310,22274.021,0.209172627
24579,21187,28383.092,10602.720,0.373557593
24579,13027,84340.800,15500.004,0.183778244
24580,21086,70543.419,9294.622,0.131757466
24581,21086,70543.419,11860.661,0.168132784
24581,21086,70543.419,672.825,0.009537744
24581,21111,61991.248,436.704,0.007044605
24581,21086,70543.419,11631.651,0.164886412
24583,30051,82771.033,11973.319,0.144655911
24583,21194,108854.261,4247.038,0.039015818
24585,30040,70015.550,3159.779,0.045129676
24585,30040,70015.550,2908.419,0.041539617
24585,30040,70015.550,4994.386,0.071332523
24585,30040,70015.550,8353.318,0.119306612
24586,30040,70015.550,5740.361,0.081986941
24589,30069,66681.824,6047.471,0.090691443
24589,30069,66681.824,323.011,0.004844067
24589,30069,66681.824,3425.630,0.051372772
24590,30069,66681.824,46.605,0.000698912
24590,30069,66681.824,4826.771,0.072385113
24590,30069,66681.824,1275.530,0.019128597
24592,30158,159201.780,3833.679,0.024080628
24592,30158,159201.780,676.229,0.004247621
24667,04008,203616.387,15560.941,0.076422831
24668,04008,203616.387,18003.435,0.088418399
24669,04008,203616.387,18959.766,0.09311513
24670,04008,203616.387,2446.502,0.012015252
24670,04008,203616.387,887.634,0.004359343
24671,04005,151579.537,16187.340,0.106791063
24671,04008,203616.387,6474.429,0.031797189
24690,23002,1277708.179,6697.940,0.005242152
24691,23002,1277708.179,16394.859,0.012831458
24692,23002,1277708.179,19628.262,0.015362085
24699,23002,1277708.179,22697.276,0.017764054
24700,23002,1277708.179,11755.750,0.009200653
24702,23009,332621.502,18166.335,0.054615635
24853,14058,119666.238,2019.348,0.016874833
24853,14058,119666.238,4912.276,0.04104981
24853,14058,119666.238,3595.640,0.030047235
24854,14058,119666.238,6507.539,0.054380747
24854,14058,119666.238,2315.646,0.019350876
24855,14058,119666.238,873.083,0.007295987
24857,14062,64345.260,705.430,0.010963206
24857,14062,64345.260,512.092,0.007958511
24857,14062,64345.260,6778.694,0.105348777
24858,14062,64345.260,190.694,0.002963601
24859,14038,123749.407,8308.086,0.067136368
24863,14006,184714.391,598.103,0.003237988
24863,14006,184714.391,2576.578,0.013948982
24863,14006,184714.391,122.997,0.000665878
24863,14006,184714.391,4530.657,0.024527906
24864,14006,184714.391,1547.661,0.008378673
24864,14006,184714.391,4215.485,0.022821638
24864,14006,184714.391,3411.062,0.01846668
24864,14006,184714.391,2258.425,0.012226577
24864,14006,184714.391,863.551,0.004675061
24864,14006,184714.391,1440.847,0.007800407
24865,14077,93991.302,366.640,0.003900783
24865,14006,184714.391,689.924,0.003735086
24865,14095,33518.575,1776.478,0.052999802
24865,14006,184714.391,2114.553,0.011447691
24865,14006,184714.391,696.746,0.003772017
24865,14077,93991.302,1978.894,0.02105401
24865,14095,33518.575,602.219,0.017966724
24865,14006,184714.391,185.762,0.001005673
24866,14083,123559.912,2530.783,0.020482234
24866,14083,123559.912,1296.367,0.01049181
24869,14120,318059.815,86.175,0.000270938
24870,14098,99600.433,6103.817,0.061283035
24871,14097,311642.044,1622.561,0.005206491
24871,14098,99600.433,2582.366,0.025927255
24871,14097,311642.044,5504.522,0.017662964
24871,14097,311642.044,638.602,0.002049152
24871,14097,311642.044,458.704,0.001471895
24871,14097,311642.044,1000.323,0.003209846
24871,14097,311642.044,108.443,0.000347972
24871,14097,311642.044,111.752,0.000358592
24871,14097,311642.044,81.594,0.000261819
24871,14097,311642.044,1696.080,0.005442399
24871,14097,311642.044,1783.573,0.005723147
24876,14093,453225.902,1715.502,0.003785092
24876,14093,453225.902,12.167,2.68445E-05
24877,14105,95730.090,3640.819,0.038032125
24878,14105,95730.090,18481.604,0.193059509
24878,14093,453225.902,1268.766,0.002799411
24880,14013,139234.640,3447.948,0.024763578
24882,14016,132906.554,2188.155,0.016463863
24882,14016,132906.554,4220.287,0.03175379
24882,14016,132906.554,2231.135,0.016787248
24882,14008,164849.422,3307.200,0.020061948
24884,14048,202312.647,21997.443,0.108729947
24885,14048,202312.647,8459.738,0.041815171
24885,14033,84647.629,2775.115,0.032784323
24886,14048,202312.647,790.924,0.003909415
24886,14048,202312.647,4634.017,0.022905229
24890,11012,87700.385,8396.651,0.095742467
24890,11012,87700.385,2485.474,0.028340508
24891,11012,87700.385,7001.486,0.079834159
24892,11001,190892.190,2589.025,0.013562762
24893,11017,517757.216,1508.464,0.002913458
24894,11024,37041.602,15057.780,0.406509951
24894,11017,517757.216,1044.463,0.002017283
24894,11024,37041.602,1513.879,0.040869699
24894,11027,248331.578,610.712,0.00245926
24894,11024,37041.602,2734.394,0.07381953
24894,11027,248331.578,3004.333,0.012098071
24894,11017,517757.216,238.242,0.000460143
24894,11024,37041.602,2641.556,0.071313226
24894,11017,517757.216,11132.359,0.021501118
24895,11027,248331.578,1112.130,0.004478406
24895,11017,517757.216,3947.962,0.007625121
24895,11027,248331.578,8488.239,0.034181068
24895,11017,517757.216,3507.681,0.00677476
24895,11027,248331.578,2105.535,0.008478726
24895,11017,517757.216,4230.710,0.008171223
24896,11027,248331.578,258.610,0.00104139
24896,11027,248331.578,926.653,0.003731514
24896,11027,248331.578,144.660,0.000582527
24897,11035,192679.896,6419.466,0.033316743
24897,11027,248331.578,232.357,0.000935672
24897,11027,248331.578,5733.246,0.023087059
24897,11035,192679.896,3183.240,0.016520873
24897,11027,248331.578,490.922,0.00197688
24898,11035,192679.896,9433.528,0.048959586
24898,11035,192679.896,8675.761,0.045026811
24898,11035,192679.896,3309.579,0.017176567
24899,11035,192679.896,3559.101,0.018471572
24899,11035,192679.896,16.132,8.37219E-05
24899,11007,289368.998,41.851,0.000144628
24899,11035,192679.896,6329.500,0.03284982
24899,11007,289368.998,1568.539,0.00542055
24899,11035,192679.896,676.312,0.003510028
24899,11035,192679.896,2328.847,0.012086609
24900,11007,289368.998,761.478,0.002631513
24900,11007,289368.998,5527.654,0.019102439
24900,11007,289368.998,1168.903,0.00403949
24901,11007,289368.998,1173.396,0.004055016
24902,11005,263388.369,5859.374,0.022246138
24902,11005,263388.369,14198.302,0.053906335
24902,11005,263388.369,11667.815,0.044298901
24902,11005,263388.369,2041.909,0.007752466
24902,11005,263388.369,30.066,0.000114152
24903,11005,263388.369,3680.379,0.013973204
24903,11005,263388.369,3111.733,0.011814237
24903,11005,263388.369,12406.572,0.047103719
24904,22006,147048.147,5082.994,0.034566867
24904,11005,263388.369,1366.105,0.005186657
24904,22014,395724.362,4548.362,0.011493763
24904,22006,147048.147,2226.776,0.015143176
24905,22014,395724.362,3055.434,0.007721116
24905,22006,147048.147,15.262,0.000103793
24905,22014,395724.362,2721.129,0.006876324
24905,22014,395724.362,309.097,0.000781092
24905,22014,395724.362,444.169,0.001122419
24908,22012,171172.580,11955.898,0.069847042
24908,22012,171172.580,1767.927,0.010328328
24908,22005,239185.391,2617.862,0.010944907
24908,22005,239185.391,4301.831,0.017985343
24908,22012,171172.580,727.725,0.004251409
24908,22012,171172.580,754.203,0.004406099
24908,22005,239185.391,1004.210,0.004198461
24908,22012,171172.580,1390.139,0.008121272
24908,22012,171172.580,2027.644,0.011845612
24908,22005,239185.391,1147.898,0.004799197
24909,22005,239185.391,350.103,0.001463731
24909,22017,139495.221,564.626,0.004047636
24909,22016,399698.024,603.295,0.001509377
24909,22017,139495.221,4648.784,0.033325757
24909,22012,171172.580,721.158,0.004213046
24909,22017,139495.221,565.092,0.004050981
24909,22016,399698.024,161.050,0.00040293
24909,22017,139495.221,4068.184,0.029163606
24910,22017,139495.221,9799.244,0.070247884
24912,22007,109453.009,5646.023,0.051583989
24913,13059,128080.545,5418.634,0.042306455
24913,22004,332865.752,4403.886,0.013230216
24913,13059,128080.545,4468.539,0.034888504
24914,13059,128080.545,755.334,0.005897333
24914,13059,128080.545,3992.998,0.031175677
24914,13059,128080.545,18966.201,0.148080268
24918,13030,162417.830,209.762,0.001291494
24919,13030,162417.830,2492.116,0.015343858
24920,13030,162417.830,2523.652,0.015538023
24920,13015,151205.661,11260.115,0.074468872
24920,13015,151205.661,1081.136,0.007150101
24921,13015,151205.661,5363.587,0.035472132
24921,13015,151205.661,8334.620,0.055121085
24924,13037,143650.462,2399.346,0.016702665
24926,13036,84884.379,6676.816,0.078657768
24926,13036,84884.379,3834.105,0.045168556
24927,30072,108099.962,4350.256,0.040242898
24927,30072,108099.962,11202.854,0.103634211
24927,13036,84884.379,750.445,0.008840786
24927,30072,108099.962,848.190,0.00784635
24927,30072,108099.962,1088.438,0.010068808
24927,30072,108099.962,561.830,0.005197321
24927,30072,108099.962,893.109,0.008261884
24927,30072,108099.962,4453.166,0.041194893
24928,30198,106486.310,6209.612,0.05831371
24928,30072,108099.962,4295.683,0.039738063
24928,30170,18282.919,18282.919,1
24928,30198,106486.310,1671.939,0.015700979
24929,30180,59305.081,5324.351,0.089778996
24930,30180,59305.081,19070.900,0.321572785
24931,13053,44265.053,468.158,0.010576253
24932,13027,84340.800,257.766,0.003056239
24932,13027,84340.800,14824.526,0.175769325
24932,13053,44265.053,9301.930,0.210141619
24933,21111,61991.248,2042.228,0.032943819
24934,21111,61991.248,17724.816,0.285924496
24934,21111,61991.248,12432.239,0.200548294
24934,21111,61991.248,1078.612,0.017399424
24934,21111,61991.248,652.324,0.010522843
24934,21111,61991.248,1006.559,0.016237113
24934,21111,61991.248,2028.765,0.03272663
24934,21111,61991.248,1165.466,0.018800499
24935,21111,61991.248,862.252,0.013909253
24936,21194,108854.261,5601.664,0.051460214
24937,30175,197237.387,1854.362,0.009401678
24937,21194,108854.261,4666.746,0.042871504
24937,21194,108854.261,6437.902,0.0591424
24937,30175,197237.387,2825.076,0.014323229
24938,30175,197237.387,10065.205,0.051030921
24939,30040,70015.550,157.983,0.002256397
24939,30175,197237.387,943.776,0.004784977
24941,30124,418494.217,2967.541,0.007090996
24941,30124,418494.217,5437.930,0.012994038
24941,30124,418494.217,1129.323,0.00269854
24942,30124,418494.217,3881.220,0.009274249
24942,30158,159201.780,75.141,0.000471985
24943,30069,66681.824,7858.953,0.117857502
24943,30158,159201.780,3343.624,0.021002426
25023,04005,151579.537,6610.409,0.043610171
25023,04005,151579.537,834.874,0.005507827
25024,04005,151579.537,12872.803,0.084924409
25028,04006,677328.665,9333.726,0.013780202
25028,04006,677328.665,131.998,0.00019488
25028,04006,677328.665,886.116,0.001308252
25031,31056,221321.023,18683.799,0.084419449
25043,23002,1277708.179,23.210,1.81652E-05
25043,23002,1277708.179,4014.629,0.003142055
25044,23006,509724.959,3927.285,0.007704714
25044,23002,1277708.179,15369.714,0.012029127
25045,23002,1277708.179,13237.038,0.010359985
25045,23002,1277708.179,14257.172,0.011158395
25045,23002,1277708.179,1247.901,0.000976671
25046,23002,1277708.179,11528.896,0.009023106
25046,23002,1277708.179,614.690,0.000481088
25051,23002,1277708.179,1308.289,0.001023934
25051,23002,1277708.179,14017.290,0.010970651
25052,23002,1277708.179,5656.222,0.00442685
25055,23009,332621.502,20463.160,0.061520858
25206,14058,119666.238,18110.647,0.151342998
25206,14058,119666.238,1657.583,0.013851717
25211,14038,123749.407,24120.671,0.194915445
25212,14038,123749.407,9423.034,0.076146095
25217,14003,59433.415,7134.054,0.120034403
25217,14003,59433.415,541.162,0.009105342
25219,14083,123559.912,619.002,0.005009729
25222,14120,318059.815,115.118,0.000361938
25225,14039,73737.941,781.715,0.010601265
25225,14101,151795.247,21346.973,0.140630049
25225,14101,151795.247,12024.657,0.079216295
25226,14101,151795.247,4230.931,0.02787262
25226,14124,336615.997,14974.060,0.0444841
25226,14124,336615.997,203.579,0.00060478
25227,14124,336615.997,14362.505,0.042667327
25227,14124,336615.997,2307.450,0.006854845
25228,14124,336615.997,2995.565,0.008899057
25228,14124,336615.997,3311.019,0.00983619
25228,14124,336615.997,157.984,0.000469329
25229,14093,453225.902,4927.390,0.010871819
25230,14093,453225.902,19766.999,0.04361401
25230,14093,453225.902,2657.986,0.005864594
25231,14105,95730.090,2298.803,0.024013384
25231,14093,453225.902,1426.786,0.003148067
25231,14105,95730.090,1718.908,0.017955779
25231,14093,453225.902,7694.105,0.016976313
25232,14093,453225.902,19628.327,0.043308043
25233,14093,453225.902,105.713,0.000233246
25233,14013,139234.640,3205.798,0.023024427
25233,14093,453225.902,1877.009,0.004141443
25233,14008,164849.422,1727.266,0.010477842
25233,14125,77595.343,1371.280,0.017672193
25233,14093,453225.902,3403.651,0.007509833
25235,14008,164849.422,9829.202,0.059625335
25235,14008,164849.422,764.003,0.004634552
