GRIDCODE,CVENTMUN,Fter,,LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),LONG_CARR_x_CELDA x CARRILES
23486,11028,0.044555056,,57124.426,2545.182
23486,11028,0.029058848,,57124.426,1659.97
23486,11028,0.01083512,,57124.426,618.95
23486,11018,0.033342421,,51472.267,1716.21
23487,11028,0.092706717,,57124.426,5295.818
23488,11028,0.131654662,,57124.426,7520.697
23488,11039,0.047159962,,69157.583,3261.469
23488,11028,0.109598388,,57124.426,6260.745
23488,11039,0.073800989,,69157.583,5103.898
23488,11028,0.037108574,,57124.426,2119.806
23488,11039,0.052960873,,69157.583,3662.646
23489,11039,0.1939384,,69157.583,13412.311
23489,11039,0.050978893,,69157.583,3525.577
23490,11039,0.037650145,,69157.583,2603.793
23491,11019,0.024771466,,102023.555,2527.273
23492,11019,0.164135508,,102023.555,16745.688
23492,11019,0.028865834,,102023.555,2944.995
23492,11019,0.024856172,,102023.555,2535.915
23493,22008,0.026021965,,49582.305,1290.229
23493,11019,0.025904714,,102023.555,2642.891
23493,11010,1,,3838.2,3838.2
23498,22016,0.003335701,,55220.773,184.2
23498,22016,0.004833362,,55220.773,266.902
23498,22016,0.005190347,,55220.773,286.615
23500,15071,1,,682.168,682.168
23500,13044,0.023843549,,99777.638,2379.053
23500,13044,0.03161503,,99777.638,3154.473
23500,13044,0.060211618,,99777.638,6007.773
23501,13044,0.003798136,,99777.638,378.969
23501,13044,0.065260996,,99777.638,6511.588
23501,13044,0.034265243,,99777.638,3418.905
23501,13044,0.011266613,,99777.638,1124.156
23501,13044,0.0146427,,99777.638,1461.014
23501,13044,0.033684722,,99777.638,3360.982
23501,13044,0.054464047,,99777.638,5434.294
23501,13044,0.001267799,,99777.638,126.498
23502,13044,0.000777258,,99777.638,77.553
23502,13044,0.091094008,,99777.638,9089.145
23502,13044,0.00370995,,99777.638,370.17
23502,13044,8.26037E-05,,99777.638,8.242
23502,13044,0.07688379,,99777.638,7671.283
23502,13044,0.115863236,,99777.638,11560.56
23502,13044,0.01427407,,99777.638,1424.233
23503,13044,0.037362911,,99777.638,3727.983
23503,13017,0.104068627,,35859.078,3731.805
23503,13044,0.01450353,,99777.638,1447.128
23503,13017,0.24462291,,35859.078,8771.952
23504,13017,0.107978459,,35859.078,3872.008
23504,13017,0.057910413,,35859.078,2076.614
23507,13041,0.262030498,,42194.367,11056.211
23507,13050,0.038767677,,6019.654,233.368
23507,13041,0.180923013,,42194.367,7633.932
23507,13041,0.114173108,,42194.367,4817.462
23507,13050,0.961232323,,6019.654,5786.286
23508,13023,0.209471452,,30213.277,6328.819
23508,13023,0.086817262,,30213.277,2623.034
23508,13023,0.050095393,,30213.277,1513.546
23508,13005,0.019828657,,2996.219,59.411
23508,13023,0.010163346,,30213.277,307.068
23508,13041,0.069585213,,42194.367,2936.104
23508,13023,0.305714107,,30213.277,9236.625
23509,13023,0.083917345,,30213.277,2535.418
23509,13023,0.253821093,,30213.277,7668.767
23509,13054,0.273130638,,3809.093,1040.38
23509,13054,0.663451116,,3809.093,2527.147
23509,13054,0.063418247,,3809.093,241.566
23510,13003,0.026930966,,44120.808,1188.216
23510,13009,0.131910125,,24410.81,3220.033
23510,13009,0.01326695,,24410.81,323.857
23511,13009,0.324167736,,24410.81,7913.197
23511,13038,0.204425533,,37519.687,7669.982
23511,13009,0.3755308,,24410.81,9167.011
23512,13038,0.36482186,,37519.687,13688.002
23512,13038,0.136705938,,37519.687,5129.164
23513,13038,0.294046669,,37519.687,11032.539
23513,13039,0.39476892,,2455.363,969.301
23513,13045,0.99105748,,7767.274,7697.815
23514,13024,0.019644756,,12930.932,254.025
23514,13024,0.664052676,,12930.932,8586.82
23514,13024,0.229488485,,12930.932,2967.5
23515,13001,0.294668264,,31527.871,9290.263
23516,13035,0.005558591,,45149.931,250.97
23516,13035,0.110599394,,45149.931,4993.555
23516,13001,0.008797581,,31527.871,277.369
23516,13035,0.188732182,,45149.931,8521.245
23516,13035,0.056624339,,45149.931,2556.585
23516,13035,0.044810102,,45149.931,2023.173
23517,13035,0.044005981,,45149.931,1986.867
23517,13035,0.03754668,,45149.931,1695.23
23517,13035,0.018909597,,45149.931,853.767
23517,13035,0.000369214,,45149.931,16.67
23517,13035,0.147292894,,45149.931,6650.264
23517,13077,0.22613812,,20064.052,4537.247
23517,13035,0.018539165,,45149.931,837.042
23517,13035,0.106216884,,45149.931,4795.685
23517,21057,0.122984833,,18023.629,2216.633
23517,13035,0.024564312,,45149.931,1109.077
23518,21057,0.832910509,,18023.629,15012.07
23518,13002,0.002049206,,89380.975,183.16
23518,13002,0.07578605,,89380.975,6773.831
23518,13002,0.007213101,,89380.975,644.714
23518,13002,0.005083621,,89380.975,454.379
23518,13002,0.04029146,,89380.975,3601.29
23518,13002,0.030966165,,89380.975,2767.786
23519,21071,0.035383807,,43394.454,1535.461
23519,21100,0.112500415,,39445.179,4437.599
23519,13002,0.034025384,,89380.975,3041.222
23519,21100,0.134733119,,39445.179,5314.572
23519,13002,0.135114357,,89380.975,12076.653
23519,21109,0.076190829,,71103.19,5417.411
23519,13002,0.074965439,,89380.975,6700.484
23519,21109,0.016823197,,71103.19,1196.183
23519,21100,0.254189289,,39445.179,10026.542
23519,21100,0.015737741,,39445.179,620.778
23519,21100,0.046781078,,39445.179,1845.288
23519,21100,0.373433418,,39445.179,14730.148
23519,21109,0.044869211,,71103.19,3190.344
23519,21100,0.009475962,,39445.179,373.781
23520,21071,0.019529477,,43394.454,847.471
23520,21071,0.092465433,,43394.454,4012.487
23520,21091,0.167481798,,3528.676,590.989
23520,21071,0.26446285,,43394.454,11476.221
23520,21100,0.012217158,,39445.179,481.908
23521,21183,0.103345703,,31051.17,3209.005
23521,21071,0.017040542,,43394.454,739.465
23521,21091,0.832518202,,3528.676,2937.687
23521,21183,0.007360431,,31051.17,228.55
23521,21183,0.103880659,,31051.17,3225.616
23521,21071,0.032277788,,43394.454,1400.677
23521,21183,0.044099079,,31051.17,1369.328
23523,21089,0.10586905,,7630.162,807.798
23524,21089,0.276401995,,7630.162,2108.992
23524,30067,0.241247028,,20269.858,4890.043
23524,21089,0.182147247,,7630.162,1389.813
23524,30067,0.234533759,,20269.858,4753.966
23524,30103,0.011482044,,7962.781,91.429
23524,30067,0.001159357,,20269.858,23.5
23524,30103,0.579108857,,7962.781,4611.317
23524,30067,0.392439898,,20269.858,7954.701
23524,30103,0.4094091,,7962.781,3260.035
23525,30050,0.135957282,,20013.757,2721.016
23525,30064,1,,3265.521,3265.521
23525,30050,0.019432833,,20013.757,388.924
23526,30050,0.084232311,,20013.757,1685.805
23526,30203,0.072807461,,29136.272,2121.338
23526,30050,0.054994722,,20013.757,1100.651
23526,30050,0.489079187,,20013.757,9788.312
23527,21158,0.664415105,,48049.171,31924.595
23528,21158,0.26556094,,48049.171,12759.983
23530,21002,0.076775304,,43398.565,3331.938
23535,30114,0.22601285,,41851.408,9458.956
23611,4008,0.005107183,,103850.198,530.382
23612,4008,0.048295777,,103850.198,5015.526
23618,4006,0.034438011,,199177.993,6859.294
23618,4006,0.000226576,,199177.993,45.129
23620,31079,0.009487409,,54316.199,515.32
23622,31079,0.352266402,,54316.199,19133.772
23623,31079,0.338823598,,54316.199,18403.61
23624,31079,0.083303933,,54316.199,4524.753
23625,31098,0.160985673,,27236.051,4384.614
23786,14020,0.397472755,,25040.227,9952.808
23787,14020,0.602527245,,25040.227,15087.419
23795,14084,0.166931689,,118031.742,19703.238
23802,14011,0.727749478,,10516.652,7653.488
23803,14088,0.156955287,,15214.779,2388.04
23804,14088,0.591726571,,15214.779,9002.989
23804,14088,0.089454799,,15214.779,1361.035
23806,14024,0.154134123,,17835.486,2749.057
23807,14024,0.272698765,,17835.486,4863.715
23807,14114,0.436374593,,15628.238,6819.766
23807,14114,0.000997105,,15628.238,15.583
23808,14114,0.548027807,,15628.238,8564.709
23808,14119,0.161758359,,14962.522,2420.313
23809,14119,0.163758088,,14962.522,2450.234
23809,14114,0.014600494,,15628.238,228.18
23809,14119,0.167363898,,14962.522,2504.186
23810,14050,0.021959299,,13054.834,286.675
23813,14044,0.276974916,,16671.34,4617.543
23814,14030,0.465048347,,6568.087,3054.478
23814,14044,0.06957773,,16671.34,1159.954
23815,14030,0.045476864,,6568.087,298.696
23815,14066,0.144635714,,26894.215,3889.864
23816,14066,0.078272037,,26894.215,2105.065
23817,14066,0.608348041,,26894.215,16361.043
23818,14066,0.155762234,,26894.215,4189.103
23818,14063,0.341541146,,982.113,335.432
23819,14063,0.658458854,,982.113,646.681
23822,16105,0.006968606,,36476.304,254.189
23822,16105,0.024601423,,36476.304,897.369
23822,16105,0.029398922,,36476.304,1072.364
23822,16105,0.326080899,,36476.304,11894.226
23822,14018,0.095824702,,34023.659,3260.307
23823,16105,0.325754194,,36476.304,11882.309
23823,16086,0.204959707,,34913.955,7155.954
23823,14016,0.017308465,,63059.375,1091.461
23823,14018,0.140379669,,34023.659,4776.23
23823,14016,0.036721328,,63059.375,2315.624
23823,14018,0.467485816,,34023.659,15905.578
23824,16106,0.021116687,,8399.187,177.363
23824,14016,0.034807021,,63059.375,2194.909
23824,14033,0.007111943,,36858.984,262.139
23824,14016,0.184261357,,63059.375,11619.406
23824,16106,0.24010812,,8399.187,2016.713
23824,14016,0.085378376,,63059.375,5383.907
23824,14016,0.04711133,,63059.375,2970.811
23825,16106,0.037612569,,8399.187,315.915
23825,16106,0.025733681,,8399.187,216.142
23826,16069,0.691378815,,30481.122,21074.002
23827,11023,0.00634873,,99363.815,630.834
23827,11023,0.008315492,,99363.815,826.259
23828,11023,0.096247955,,99363.815,9563.564
23828,11023,0.048231995,,99363.815,4792.515
23829,11023,0.031517157,,99363.815,3131.665
23829,11023,0.018943123,,99363.815,1882.261
23829,11023,0.001233709,,99363.815,122.586
23829,11023,0.044675781,,99363.815,4439.156
23829,11023,0.068331585,,99363.815,6789.687
23829,11023,0.000407462,,99363.815,40.487
23829,11023,0.041055167,,99363.815,4079.398
23829,11023,0.017382948,,99363.815,1727.236
23833,11016,0.075332464,,23898.09,1800.302
23833,16113,0.016139668,,44567.211,719.3
23833,16113,0.000184912,,44567.211,8.241
23833,11016,0.112965053,,23898.09,2699.649
23833,11016,0.007001271,,23898.09,167.317
23834,11042,0.033550626,,65394.398,2194.023
23834,11016,0.069656738,,23898.09,1664.663
23835,11042,0.119486733,,65394.398,7813.763
23835,11042,0.083188792,,65394.398,5440.081
23835,11042,0.067761508,,65394.398,4431.223
23836,11042,0.000797408,,65394.398,52.146
23837,11042,0.067561185,,65394.398,4418.123
23838,11018,0.137148263,,51472.267,7059.332
23838,11018,0.023359084,,51472.267,1202.345
23838,11018,0.068629851,,51472.267,3532.534
23839,11018,0.052906588,,51472.267,2723.222
23839,11011,0.146163768,,27251.261,3983.147
23839,11018,0.297361626,,51472.267,15305.877
23839,11011,0.407204679,,27251.261,11096.841
23839,11018,0.008573879,,51472.267,441.317
23839,11018,0.021936862,,51472.267,1129.14
23839,11018,0.04223519,,51472.267,2173.941
23839,11018,0.038733888,,51472.267,1993.721
23839,11011,0.006277177,,27251.261,171.061
23839,11018,0.088975623,,51472.267,4579.777
23840,11011,0.071675215,,27251.261,1953.24
23841,11028,0.034068491,,57124.426,1946.143
23842,11039,0.459840752,,69157.583,31801.475
23843,11039,0.00272284,,69157.583,188.305
23843,11019,0.045775811,,102023.555,4670.211
23844,11004,0.019178265,,69095.978,1325.141
23844,11019,0.013047957,,102023.555,1331.199
23845,11004,0.050941214,,69095.978,3519.833
23845,11004,0.007839212,,69095.978,541.658
23845,11019,0.044297564,,102023.555,4519.395
23845,11004,0.038813894,,69095.978,2681.884
23845,11019,0.039429395,,102023.555,4022.727
23846,22008,0.006962484,,49582.305,345.216
23846,22008,0.001622575,,49582.305,80.451
23847,16031,0.006663979,,18623.257,124.105
23847,22008,0.132716137,,49582.305,6580.372
23847,22008,0.214772427,,49582.305,10648.912
23847,22008,0.111313784,,49582.305,5519.194
23847,22008,0.000758799,,49582.305,37.623
23850,22016,0.00626507,,55220.773,345.962
23851,22016,0.023537193,,55220.773,1299.742
23851,22016,0.196114585,,55220.773,10829.599
23852,13029,0.110192493,,52036.83,5734.068
23852,22016,0.025912767,,55220.773,1430.923
23852,13029,0.041037973,,52036.83,2135.486
23853,13029,0.016551911,,52036.83,861.309
23853,13044,0.000688,,99777.638,68.647
23853,13029,0.054764923,,52036.83,2849.793
23853,13029,0.007949946,,52036.83,413.69
23853,13029,0.031785929,,52036.83,1654.039
23855,13029,0.214691729,,52036.83,11171.877
23856,13029,0.066002176,,52036.83,3434.544
23856,13044,0.023242452,,99777.638,2319.077
23856,13029,0.021345363,,52036.83,1110.745
23858,13006,0.008714046,,33506.823,291.98
23858,13006,0.247696268,,33506.823,8299.515
23859,13006,0.130669924,,33506.823,4378.334
23859,13019,1,,7739.468,7739.468
23863,13003,0.166120688,,44120.808,7329.379
23863,13055,0.190090241,,27192.69,5169.065
23863,13003,0.182002787,,44120.808,8030.11
23863,13003,0.005097957,,44120.808,224.926
23863,13055,0.029501164,,27192.69,802.216
23864,13003,0.557223295,,44120.808,24585.142
23865,13012,0.2514243,,83145.062,20904.689
23866,13012,0.141992245,,83145.062,11805.954
23866,13012,0.023635583,,83145.062,1965.182
23868,13001,0.107918102,,31527.871,3402.428
23868,13001,0.217574412,,31527.871,6859.658
23868,13024,0.086814083,,12930.932,1122.587
23869,13035,0.063371747,,45149.931,2861.23
23869,13001,0.259299367,,31527.871,8175.157
23869,13035,0.106373584,,45149.931,4802.76
23869,13001,0.111742274,,31527.871,3522.996
23869,13004,0.24082641,,23911.713,5758.572
23870,13035,0.006665104,,45149.931,300.929
23870,13035,0.01982023,,45149.931,894.882
23871,21057,0.044104658,,18023.629,794.926
23871,13060,1,,448.099,448.099
23872,21109,0.197257155,,71103.19,14025.613
23872,21109,0.087695658,,71103.19,6235.441
23872,21109,0.00658578,,71103.19,468.27
23872,21109,0.017625468,,71103.19,1253.227
23872,21109,0.125632563,,71103.19,8932.876
23872,21100,0.040931821,,39445.179,1614.563
23872,21109,0.097524963,,71103.19,6934.336
23872,21109,0.199947991,,71103.19,14216.94
23873,21109,0.07611809,,71103.19,5412.239
23873,21109,0.040378554,,71103.19,2871.044
23873,21178,0.181659457,,20640.076,3749.465
23873,21109,0.010676188,,71103.19,759.111
23873,21178,0.120421698,,20640.076,2485.513
23875,21213,0.408456607,,186.103,76.015
23875,21089,0.391294444,,7630.162,2985.64
23875,21213,0.591543393,,186.103,110.088
23876,21089,0.044287264,,7630.162,337.919
23877,30051,0.027280779,,68236.101,1861.534
23877,30067,0.091521608,,20269.858,1855.13
23877,30037,1,,7020.066,7020.066
23877,30051,0.040021366,,68236.101,2730.902
23877,30067,0.03909835,,20269.858,792.518
23878,30051,0.026045201,,68236.101,1777.223
23878,30051,0.039357612,,68236.101,2685.61
23878,30051,0.017756143,,68236.101,1211.61
23878,30051,0.15040792,,68236.101,10263.25
23878,30066,0.097538817,,40274.253,3928.303
23879,30066,0.034137318,,40274.253,1374.855
23879,30066,0.024466326,,40274.253,985.363
23879,30066,0.235512649,,40274.253,9485.096
23879,30050,0.216303666,,20013.757,4329.049
23879,30066,0.009770336,,40274.253,393.493
23880,30066,0.265279656,,40274.253,10683.94
23880,30066,0.036613888,,40274.253,1474.597
23882,30124,0.005887837,,145383.598,855.995
23882,30124,0.04271239,,145383.598,6209.681
23882,30124,0.058405584,,145383.598,8491.214
23882,30124,0.104597948,,145383.598,15206.826
23884,30124,0.002543299,,145383.598,369.754
23884,30124,0.047301663,,145383.598,6876.886
23884,30158,0.018196242,,32318.102,588.068
23964,4008,0.215786512,,103850.198,22409.472
23965,4008,0.01145135,,103850.198,1189.225
23968,4006,0.009589769,,199177.993,1910.071
23969,4006,0.021572579,,199177.993,4296.783
23970,4006,0.106125002,,199177.993,21137.765
23971,4006,0.08298342,,199177.993,16528.471
23974,31079,0.102303863,,54316.199,5556.757
23975,31079,0.113814794,,54316.199,6181.987
23977,31098,0.403307073,,27236.051,10984.492
23985,23002,0.037039007,,479546.199,17761.915
23986,23002,0.000887992,,479546.199,425.833
24147,14084,0.04664663,,118031.742,5505.783
24148,14084,0.012675912,,118031.742,1496.16
24148,14084,0.034235053,,118031.742,4040.823
24148,14084,0.025084557,,118031.742,2960.774
24148,14084,0.006760283,,118031.742,797.928
24148,14084,0.025567385,,118031.742,3017.763
24152,14012,0.168574445,,18034.507,3040.157
24153,14062,0.007249376,,30417.514,220.508
24155,14011,0.02016174,,10516.652,212.034
24157,14006,0.26072276,,50242.66,13099.405
24157,14077,0.081893755,,34215.332,2802.022
24157,14088,0.161863344,,15214.779,2462.715
24157,14006,0.036482603,,50242.66,1832.983
24157,14077,0.024407859,,34215.332,835.123
24158,14077,0.138866839,,34215.332,4751.375
24158,14077,0.169152326,,34215.332,5787.603
24158,14077,0.037720195,,34215.332,1290.609
24159,14077,1.24213E-05,,34215.332,0.425
24161,14002,0.37662993,,17341.771,6531.43
24162,14002,0.020525643,,17341.771,355.951
24164,14097,0.03003257,,51353.214,1542.269
24164,14097,0.025822006,,51353.214,1326.043
24165,14097,0.056441764,,51353.214,2898.466
24165,14097,0.144122936,,51353.214,7401.176
24165,14050,0.142868917,,13054.834,1865.13
24166,14044,0.402498779,,16671.34,6710.194
24166,14050,0.015449756,,13054.834,201.694
24166,14044,0.241290262,,16671.34,4022.632
24166,14044,0.009658312,,16671.34,161.017
24167,14030,0.089591383,,6568.087,588.444
24167,14051,0.498069305,,35853.143,17857.35
24167,14051,0.056707218,,35853.143,2033.132
24168,14030,0.293036161,,6568.087,1924.687
24168,14051,0.044646379,,35853.143,1600.713
24168,14030,0.106847245,,6568.087,701.782
24168,14051,0.060021014,,35853.143,2151.942
24168,14123,0.070006473,,69352.301,4855.11
24168,14051,0.132967813,,35853.143,4767.314
24168,14123,0.059181324,,69352.301,4104.361
24168,14123,0.042404505,,69352.301,2940.85
24169,14123,0.24847092,,69352.301,17232.03
24169,14123,0.059774167,,69352.301,4145.476
24175,14018,0.139508775,,34023.659,4746.599
24176,14018,0.030385386,,34023.659,1033.822
24176,14018,0.054922899,,34023.659,1868.678
24176,14016,0.206715671,,63059.375,13035.361
24176,14018,0.071492752,,34023.659,2432.445
24179,14033,0.283832864,,36858.984,10461.791
24181,11023,0.00124965,,99363.815,124.17
24184,11023,0.000102573,,99363.815,10.192
24184,11023,0.113292289,,99363.815,11257.154
24184,11023,0.002853232,,99363.815,283.508
24186,11001,0.018261019,,81104.018,1481.042
24186,11016,0.310014357,,23898.09,7408.751
24186,11016,0.196313848,,23898.09,4691.526
24186,11001,0.120819933,,81104.018,9798.982
24186,11016,0.074196348,,23898.09,1773.151
24186,11001,0.017155056,,81104.018,1391.344
24187,11001,0.108017127,,81104.018,8760.623
24187,11016,0.154519922,,23898.09,3692.731
24188,11042,0.029871427,,65394.398,1953.424
24189,11042,0.004114496,,65394.398,269.065
24190,11042,0.013449944,,65394.398,879.551
24190,11042,0.10344721,,65394.398,6764.868
24191,11011,0.018313318,,27251.261,499.061
24191,11027,0.100896725,,65861.583,6645.218
24191,11011,0.02886182,,27251.261,786.521
24191,11042,0.043943871,,65394.398,2873.683
24191,11018,0.114814003,,51472.267,5909.737
24192,11011,0.047679849,,27251.261,1299.336
24192,11011,0.004310553,,27251.261,117.468
24192,11011,0.036689532,,27251.261,999.836
24195,11007,0.267828022,,59600.694,15962.736
24195,11039,0.080947146,,69157.583,5598.109
24196,11004,0.208635414,,69095.978,14415.868
24197,11004,0.112262439,,69095.978,7756.883
24197,11004,0.068612821,,69095.978,4740.87
24198,11004,0.008186974,,69095.978,565.687
24198,22006,0.103582095,,50715.551,5253.223
24198,11004,0.148945703,,69095.978,10291.549
24198,22006,0.015160557,,50715.551,768.876
24198,11019,0.014469364,,102023.555,1476.216
24198,22006,0.045258071,,50715.551,2295.288
24199,22006,0.118267985,,50715.551,5998.026
24199,22006,0.012977992,,50715.551,658.186
24199,22006,0.004884143,,50715.551,247.702
24199,22006,0.030781821,,50715.551,1561.117
24199,22006,0.015983066,,50715.551,810.59
24199,22006,0.051299216,,50715.551,2601.668
24199,22006,0.022095432,,50715.551,1120.582
24199,22006,0.06889729,,50715.551,3494.164
24199,22008,0.073609567,,49582.305,3649.732
24199,22006,0.026108698,,50715.551,1324.117
24199,22008,0.109178869,,49582.305,5413.34
24200,22008,0.049412406,,49582.305,2449.981
24200,22008,0.227708534,,49582.305,11290.314
24202,22012,0.000343982,,46897.829,16.132
24202,22012,0.034683397,,46897.829,1626.576
24203,22016,0.045794976,,55220.773,2528.834
24204,22016,0.007006965,,55220.773,386.93
24204,22017,0.008691147,,25246.494,219.421
24204,22016,0.104453174,,55220.773,5767.985
24204,22016,0.148022575,,55220.773,8173.921
24204,22016,0.001526455,,55220.773,84.292
24205,22016,0.036444763,,55220.773,2012.508
24205,22016,0.123651384,,55220.773,6828.125
24206,13029,0.227223853,,52036.83,11824.009
24206,13029,0.021079474,,52036.83,1096.909
24208,13029,0.019100126,,52036.83,993.91
24209,13029,0.021212053,,52036.83,1103.808
24211,13006,0.29093758,,33506.823,9748.394
24211,13006,0.318966588,,33506.823,10687.557
24211,13006,0.003015595,,33506.823,101.043
24212,13030,0.002491058,,44526.456,110.918
24215,13055,0.044401087,,27192.69,1207.385
24216,13003,0.005662,,44120.808,249.812
24216,13055,0.156187748,,27192.69,4247.165
24216,13055,0.096617584,,27192.69,2627.292
24219,13012,0.322118384,,83145.062,26782.553
24219,13012,0.06387048,,83145.062,5310.515
24219,13036,0.059374121,,30766.704,1826.746
24220,13012,0.003376256,,83145.062,280.719
24220,13012,0.189056687,,83145.062,15719.13
24220,13012,0.004526066,,83145.062,376.32
24221,30072,0.046772396,,62768.497,2935.833
24221,30198,0.000915744,,104082.614,95.313
24222,13004,0.246424838,,23911.713,5892.44
24222,13004,0.512748752,,23911.713,12260.701
24222,30198,0.057583709,,104082.614,5993.463
24222,30198,0.04184526,,104082.614,4355.364
24223,13053,0.046602787,,38518.619,1795.075
24224,13053,0.388128557,,38518.619,14950.176
24224,13053,0.235523916,,38518.619,9072.056
24224,13053,0.028212486,,38518.619,1086.706
24226,21109,0.002674353,,71103.19,190.155
24226,21178,0.697918845,,20640.076,14405.098
24226,21187,0.62644239,,28383.092,17780.372
24228,21086,0.032535577,,34585.002,1125.243
24230,30051,0.094723935,,68236.101,6463.592
24231,30051,0.111401896,,68236.101,7601.631
24231,30051,0.210142605,,68236.101,14339.312
24231,30040,0.195158674,,50542.432,9863.794
24231,30051,0.098349787,,68236.101,6711.006
24231,30066,0.022992407,,40274.253,926.002
24232,30066,0.12174597,,40274.253,4903.228
24232,30040,0.033386977,,50542.432,1687.459
24232,30066,0.028362314,,40274.253,1142.271
24232,30124,0.0479642,,145383.598,6973.208
24232,30040,0.215878096,,50542.432,10911.004
24232,30051,0.009043776,,68236.101,617.112
24232,30066,0.050802531,,40274.253,2046.034
24232,30040,0.046520714,,50542.432,2351.27
24233,30040,0.008204176,,50542.432,414.659
24233,30066,0.072777787,,40274.253,2931.071
24233,30124,0.067785054,,145383.598,9854.835
24235,30124,0.010396551,,145383.598,1511.488
24235,30124,0.006714588,,145383.598,976.191
24235,30124,0.027704081,,145383.598,4027.719
24235,30124,0.010795042,,145383.598,1569.422
24235,30124,0.044483684,,145383.598,6467.198
24235,30124,0.000974285,,145383.598,141.645
24235,30124,0.03792758,,145383.598,5514.048
24236,30124,0.073266724,,145383.598,10651.78
24236,30069,0.013329191,,24125.545,321.574
24236,30124,0.035504136,,145383.598,5161.719
24236,30124,0.012861898,,145383.598,1869.909
24237,30158,0.041014228,,32318.102,1325.502
24238,30158,0.294039359,,32318.102,9502.794
24239,30158,0.030707342,,32318.102,992.403
24317,4008,0.087203907,,103850.198,9056.143
24318,4008,0.003543489,,103850.198,367.992
24318,4008,0.028394274,,103850.198,2948.751
24322,4006,0.065330561,,199177.993,13012.41
24330,31098,0.435707254,,27236.051,11866.945
24338,23002,0.025517627,,479546.199,12236.881
24339,23002,0.018046818,,479546.199,8654.283
24339,23002,0.002260789,,479546.199,1084.153
24339,23002,0.021491902,,479546.199,10306.36
24500,14084,0.146317412,,118031.742,17270.099
24504,14062,0.035593211,,30417.514,1082.657
24505,14062,0.131512523,,30417.514,4000.284
24505,14012,0.761800087,,18034.507,13738.689
24505,14012,0.059105913,,18034.507,1065.946
24505,14062,0.394820925,,30417.514,12009.471
24506,14062,0.161672778,,30417.514,4917.684
24510,14006,0.008408751,,50242.66,422.478
24510,14006,0.189457166,,50242.66,9518.832
24511,14006,0.002320956,,50242.66,116.611
24512,14077,0.025281093,,34215.332,865.001
24512,14077,0.041477663,,34215.332,1419.172
24512,14077,0.045957146,,34215.332,1572.439
24512,14024,0.364551546,,17835.486,6501.954
24512,14077,0.04226611,,34215.332,1446.149
24512,14024,0.208615566,,17835.486,3720.76
24512,14077,0.239684449,,34215.332,8200.883
24512,14077,0.08472801,,34215.332,2898.997
24514,14002,0.041276926,,17341.771,715.815
24514,14002,0.354297205,,17341.771,6144.141
24514,14002,0.199597377,,17341.771,3461.372
24514,14083,0.004031611,,13777.868,55.547
24515,14002,0.007672919,,17341.771,133.062
24515,14083,0.57639375,,13777.868,7941.477
24515,14083,0.096872172,,13777.868,1334.692
24517,14097,0.007618394,,51353.214,391.229
24518,14097,0.144696727,,51353.214,7430.642
24518,14097,0.005130487,,51353.214,263.467
24518,14097,0.04482475,,51353.214,2301.895
24518,14097,0.087193043,,51353.214,4477.643
24518,14097,0.049243617,,51353.214,2528.818
24518,14097,0.030914326,,51353.214,1587.55
24518,14097,0.027418576,,51353.214,1408.032
24518,14097,0.051876364,,51353.214,2664.018
24519,14097,0.04139589,,51353.214,2125.812
24520,14051,0.054755116,,35853.143,1963.143
24520,14051,0.152833156,,35853.143,5479.549
24521,14123,0.021190616,,69352.301,1469.618
24521,14124,0.064281534,,51886.565,3335.348
24521,14124,0.033335604,,51886.565,1729.67
24522,14123,0.002288605,,69352.301,158.72
24522,14123,0.033026575,,69352.301,2290.469
24522,14124,0.071846922,,51886.565,3727.89
24522,14123,0.246206438,,69352.301,17074.983
24522,14124,0.054840381,,51886.565,2845.479
24522,14124,0.037312472,,51886.565,1936.016
24522,14123,0.021290036,,69352.301,1476.513
24522,14123,0.037707732,,69352.301,2615.118
24523,14123,0.017264431,,69352.301,1197.328
24523,14123,0.04301083,,69352.301,2982.9
24523,14123,0.039506418,,69352.301,2739.861
24523,14123,0.044430134,,69352.301,3081.332
24524,14123,0.014240796,,69352.301,987.632
24529,14016,0.204065216,,63059.375,12868.225
24530,14016,0.046624217,,63059.375,2940.094
24531,14048,0.032784143,,60065.197,1969.186
24532,14033,0.08574748,,36858.984,3160.565
24532,14048,0.137408972,,60065.197,8253.497
24533,14048,0.043840312,,60065.197,2633.277
24533,14033,0.548017656,,36858.984,20199.374
24534,11023,0.032305181,,99363.815,3209.966
24536,11023,0.028720183,,99363.815,2853.747
24537,11023,0.048802816,,99363.815,4849.234
24538,11012,0.169049462,,39720.434,6714.718
24538,11001,0.008647771,,81104.018,701.369
24538,11001,0.023677039,,81104.018,1920.303
24538,11001,0.043789828,,81104.018,3551.531
24539,11001,0.055538099,,81104.018,4504.363
24540,11001,0.109492602,,81104.018,8880.29
24540,11001,0.018128202,,81104.018,1470.27
24540,11001,0.051136936,,81104.018,4147.411
24540,11001,6.20191E-05,,81104.018,5.03
24540,11017,0.023795352,,216201.512,5144.591
24540,11024,0.062371329,,25196.433,1571.535
24540,11001,0.00256134,,81104.018,207.735
24541,11042,0.000551286,,65394.398,36.051
24541,11042,0.002047133,,65394.398,133.871
24541,11042,0.000193319,,65394.398,12.642
