kg,PM10,PM2.5,NOx,SO2,CO,VOC, NH3,CN, CO2,CH4
20323,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20324,0.011197203,0.011050449,0.009386495,0.01028327,0.012133227,0.017327379,0.009987111,0.010721307,0.012133227,0.017327379
20325,0.001307665,0.001346426,0.001179924,0.001349331,0.001325682,0.00099003,0.001316354,0.001365813,0.001325682,0.00099003
20326,0.000122914,0.000156183,7.45E-05,7.92E-05,7.54E-05,5.77E-05,6.71E-05,0.000180354,7.54E-05,5.77E-05
20327,0.001720688,0.00163942,0.001576389,0.001790401,0.001864187,0.001721423,0.001928442,0.001561474,0.001864187,0.001721423
20328,6.93E-05,7.27E-05,6.68E-05,6.70E-05,8.29E-05,5.43E-05,6.66E-05,7.35E-05,8.29E-05,5.43E-05
20329,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20330,6.93E-05,7.27E-05,5.66E-05,6.70E-05,7.44E-05,5.63E-05,6.66E-05,7.35E-05,7.44E-05,5.63E-05
20331,9.86E-05,9.51E-05,9.84E-05,9.93E-05,0.000116258,7.56E-05,0.000115122,9.16E-05,0.000116258,7.56E-05
20332,3.51E-05,2.79E-05,3.66E-05,3.84E-05,5.18E-05,3.19E-05,5.38E-05,2.24E-05,5.18E-05,3.19E-05
20333,0.000669249,0.00062855,0.000623041,0.000730028,0.000740647,0.000662243,0.000809203,0.000594642,0.000740647,0.000662243
20334,0.007938783,0.008589008,0.007517739,0.007949853,0.006420276,0.005128743,0.006987112,0.009155937,0.006420276,0.005128743
20335,6.93E-05,7.27E-05,5.66E-05,6.70E-05,7.44E-05,5.63E-05,6.66E-05,7.35E-05,7.44E-05,5.63E-05
20336,0.000290547,0.000285425,0.000297524,0.000324326,0.000372895,0.000239166,0.000320157,0.000274675,0.000372895,0.000239166
20337,0.000465957,0.000419871,0.00050663,0.000522834,0.000574227,0.000371411,0.000610301,0.000382697,0.000574227,0.000371411
20338,0.006176084,0.005782294,0.006684213,0.006555499,0.006871822,0.005948876,0.007053456,0.005499629,0.006871822,0.005948876
20339,0.001020138,0.000918723,0.001121013,0.001140095,0.001184057,0.000772013,0.001341084,0.0008429,0.001184057,0.000772013
20340,9.86E-05,9.51E-05,9.84E-05,9.93E-05,0.000116258,7.56E-05,0.000115122,9.16E-05,0.000116258,7.56E-05
20341,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20342,0.000587405,0.000497012,0.000650793,0.000660241,0.000732599,0.000579775,0.000838492,0.00042956,0.000732599,0.000579775
20343,0.000365589,0.000323223,0.000396307,0.000402488,0.000462928,0.000297312,0.00049292,0.000289928,0.000462928,0.000297312
20344,0.000112957,0.000109544,9.49E-05,0.000122662,0.000144924,0.000105645,0.000125219,0.00010313,0.000144924,0.000105645
20345,0.000189046,0.000167755,0.000173924,0.000210175,0.000215152,0.000160226,0.000251323,0.0001499,0.000215152,0.000160226
20346,0.00031982,0.000307855,0.000329073,0.000356589,0.000406228,0.000260449,0.000368639,0.000292696,0.000406228,0.000260449
20347,0.000222253,0.000215891,0.00022742,0.000247788,0.000318592,0.000202453,0.000245939,0.000203691,0.000318592,0.000202453
20348,0.001513419,0.001481009,0.001625773,0.001630506,0.001730849,0.001121911,0.001697456,0.001449313,0.001730849,0.001121911
20349,0.000408364,0.000355911,0.00044587,0.000454166,0.000496872,0.00032079,0.00056386,0.000316192,0.000496872,0.00032079
20350,0.008860067,0.008816196,0.00952499,0.00901443,0.008157224,0.007012793,0.00943238,0.008897927,0.008157224,0.007012793
20351,0.000660202,0.000681885,0.000654655,0.000675614,0.000696782,0.00045713,0.000670884,0.000692358,0.000696782,0.00045713
20352,0.000122914,0.000156183,8.50E-05,7.92E-05,8.53E-05,5.72E-05,6.71E-05,0.000180354,8.53E-05,5.72E-05
20353,0.00031982,0.000307855,0.000329073,0.000356589,0.000406228,0.000260449,0.000368639,0.000292696,0.000406228,0.000260449
20356,0.000638174,0.00064578,0.000639501,0.000650214,0.000680483,0.000444922,0.000681224,0.000648233,0.000680483,0.000444922
20357,5.78E-06,5.51E-06,4.13E-06,6.09E-06,1.64E-05,1.06E-05,5.35E-06,4.43E-06,1.64E-05,1.06E-05
20358,0.000393073,0.000363904,0.000417305,0.000441861,0.0004799,0.000309957,0.000489994,0.00033773,0.0004799,0.000309957
20359,0.000195827,0.000215456,0.000162881,0.000167147,0.000196682,0.000125954,0.000174114,0.000227974,0.000196682,0.000125954
20360,0.000964569,0.001206513,0.000824636,0.000798712,0.000528098,0.00034797,0.000567671,0.001401687,0.000528098,0.00034797
20361,5.94E-05,8.90E-05,2.32E-05,1.83E-05,2.09E-05,1.35E-05,5.77E-06,0.000111251,2.09E-05,1.35E-05
20362,7.61E-05,5.82E-05,8.74E-05,8.75E-05,7.06E-05,4.73E-05,0.000126104,4.68E-05,7.06E-05,4.73E-05
20363,0.000803431,0.00075506,0.000864226,0.000896644,0.000983247,0.00063717,0.000972811,0.000711403,0.000983247,0.00063717
20364,0.002967326,0.002920265,0.003123833,0.003063669,0.003119031,0.002194158,0.003232885,0.002888744,0.003119031,0.002194158
20365,0.00027585,0.000299374,0.000245617,0.00026001,0.000320985,0.000205341,0.000246352,0.000310514,0.000320985,0.000205341
20366,0.000138822,0.000169523,9.11E-05,9.94E-05,0.000101753,7.66E-05,8.88E-05,0.000191073,0.000101753,7.66E-05
20367,9.86E-05,9.51E-05,8.56E-05,9.93E-05,0.00010705,8.03E-05,0.000115122,9.16E-05,0.00010705,8.03E-05
20368,0.00026908,0.000271505,0.000251113,0.000252418,0.000270354,0.000175462,0.000295469,0.000273007,0.000270354,0.000175462
20369,0.000376504,0.00035015,0.000400426,0.00041918,0.000454807,0.000294832,0.00046678,0.000326679,0.000454807,0.000294832
20370,0.000152187,0.000178612,0.000116588,0.000111485,0.000118651,7.85E-05,0.000115535,0.000198375,0.000118651,7.85E-05
20371,8.19E-05,6.37E-05,9.24E-05,9.36E-05,8.91E-05,5.79E-05,0.000131457,5.12E-05,8.91E-05,5.79E-05
20372,0.000145406,0.000130911,0.000154266,0.000154513,0.000153522,0.000101542,0.000192744,0.000120302,0.000153522,0.000101542
20375,0.003378253,0.003035574,0.003503951,0.003453508,0.003657301,0.003028986,0.004304029,0.002785651,0.003657301,0.003028986
20376,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20377,0.000687772,0.000666405,0.000725339,0.000763992,0.000854976,0.000552239,0.000781564,0.000640172,0.000854976,0.000552239
20378,0.000621787,0.00059195,0.000666248,0.000693855,0.00072105,0.000470012,0.000737783,0.000565235,0.00072105,0.000470012
20379,0.000324779,0.00029437,0.000347201,0.000365323,0.000425596,0.000273244,0.000415776,0.000266746,0.000425596,0.000273244
20380,0.000369661,0.000408977,0.000311824,0.00030212,0.000319575,0.000208856,0.00033187,0.000438324,0.000319575,0.000208856
20381,0.000257551,0.000238281,0.000235006,0.000272228,0.000289419,0.000216277,0.000322792,0.000221681,0.000289419,0.000216277
20383,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20384,0.000727703,0.000735031,0.000745636,0.000792734,0.0008889,0.000572492,0.000756278,0.00072767,0.0008889,0.000572492
20385,0.029092944,0.026801306,0.031157022,0.030352876,0.032109942,0.030155069,0.034059527,0.025148108,0.032109942,0.030155069
20386,0.000761575,0.000853345,0.00057958,0.000680101,0.000613049,0.000461131,0.00064369,0.000918074,0.000613049,0.000461131
20387,0.000912027,0.000856378,0.000974103,0.001009447,0.001102629,0.000714258,0.001110169,0.000807924,0.001102629,0.000714258
20388,0.000273978,0.000271671,0.000280645,0.000301645,0.000347802,0.000224041,0.000296944,0.000263624,0.000347802,0.000224041
20389,6.93E-05,7.27E-05,6.68E-05,6.70E-05,8.29E-05,5.43E-05,6.66E-05,7.35E-05,8.29E-05,5.43E-05
20390,0.028914302,0.028988351,0.030161858,0.028789149,0.028477872,0.028966157,0.028632579,0.02914411,0.028477872,0.028966157
20391,0.000161315,0.000144252,0.000174515,0.000174688,0.000182669,0.00011963,0.000214467,0.00013102,0.000182669,0.00011963
20392,0.000161315,0.000144252,0.000174515,0.000174688,0.000182669,0.00011963,0.000214467,0.00013102,0.000182669,0.00011963
20393,0.000814115,0.000781371,0.00085951,0.000897117,0.000998327,0.000645116,0.000948154,0.000747658,0.000998327,0.000645116
20394,6.93E-05,7.27E-05,6.68E-05,6.70E-05,8.29E-05,5.43E-05,6.66E-05,7.35E-05,8.29E-05,5.43E-05
20395,9.86E-05,9.51E-05,9.84E-05,9.93E-05,0.000116258,7.56E-05,0.000115122,9.16E-05,0.000116258,7.56E-05
20396,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20397,0.013163304,0.012653046,0.014541032,0.01417513,0.014020761,0.010301698,0.014828837,0.01236287,0.014020761,0.010301698
20398,0.001101588,0.001095166,0.00116641,0.001178128,0.001244281,0.000811796,0.001197552,0.001083792,0.001244281,0.000811796
20399,0.006780829,0.006217409,0.007389738,0.007245438,0.007569029,0.006442366,0.008124261,0.005818586,0.007569029,0.006442366
20400,0.000189046,0.000167755,0.000200559,0.000210175,0.000231553,0.00014904,0.000251323,0.0001499,0.000231553,0.00014904
20401,0.004508302,0.004494001,0.003807269,0.004210482,0.004751076,0.006220118,0.0040851,0.004416617,0.004751076,0.006220118
20403,0.001563517,0.001560403,0.001484055,0.001492182,0.0017073,0.001602544,0.001562911,0.001537087,0.0017073,0.001602544
20404,0.000266268,0.000246988,0.000274625,0.000291493,0.000332193,0.000212325,0.000328881,0.000228676,0.000332193,0.000212325
20405,0.000415159,0.000379826,0.000445648,0.00046249,0.000495785,0.000321537,0.000530572,0.000350522,0.000495785,0.000321537
20406,0.000231115,0.000218013,0.000205882,0.000242207,0.000254266,0.000190112,0.00027906,0.000205396,0.000254266,0.000190112
20407,0.000155025,0.000159802,0.000126853,0.000154693,0.000184038,0.000135532,0.000152956,0.000158626,0.000184038,0.000135532
20408,3.51E-05,2.79E-05,3.66E-05,3.84E-05,5.18E-05,3.19E-05,5.38E-05,2.24E-05,5.18E-05,3.19E-05
20409,0.004188865,0.003629376,0.004664487,0.004560891,0.004713469,0.003575616,0.005723359,0.003241444,0.004713469,0.003575616
20410,0.000334362,0.000386588,0.00026913,0.00027768,0.000326277,0.000209598,0.000255017,0.000420336,0.000326277,0.000209598
20411,0.000171843,0.000151179,0.000186624,0.000184534,0.000189929,0.000125076,0.000236477,0.000136586,0.000189929,0.000125076
20412,0.000191966,0.000189504,0.000157852,0.00018965,0.000250881,0.000287502,0.000202373,0.00018249,0.000250881,0.000287502
20413,0.016756342,0.015634002,0.01365029,0.015033786,0.019960669,0.031176964,0.01600091,0.014326477,0.019960669,0.031176964
20414,0.000584577,0.000562297,0.000537403,0.000637993,0.00062165,0.000468254,0.000680812,0.00054141,0.00062165,0.000468254
20415,0.000257551,0.000238281,0.000235006,0.000272228,0.000289419,0.000216277,0.000322792,0.000221681,0.000289419,0.000216277
20416,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20417,0.000640709,0.000625943,0.000576404,0.000696106,0.000700502,0.000631903,0.00071514,0.000607663,0.000700502,0.000631903
20418,0.002488917,0.002313967,0.002392611,0.002674733,0.002608223,0.002125065,0.003018195,0.002184565,0.002608223,0.002125065
20419,0.000114498,0.00010847,0.00011864,0.000119438,0.000145404,9.37E-05,0.000136844,0.000102271,0.000145404,9.37E-05
20420,8.52E-05,8.60E-05,8.71E-05,8.72E-05,0.000112071,7.24E-05,8.84E-05,8.42E-05,0.000112071,7.24E-05
20421,0.000844196,0.000768092,0.000728219,0.000830168,0.000903041,0.000971492,0.00100845,0.000702227,0.000903041,0.000971492
20422,9.86E-05,9.51E-05,9.84E-05,9.93E-05,0.000116258,7.56E-05,0.000115122,9.16E-05,0.000116258,7.56E-05
20423,3.51E-05,2.79E-05,3.66E-05,3.84E-05,5.18E-05,3.19E-05,5.38E-05,2.24E-05,5.18E-05,3.19E-05
20424,6.93E-05,7.27E-05,6.68E-05,6.70E-05,8.29E-05,5.43E-05,6.66E-05,7.35E-05,8.29E-05,5.43E-05
20425,0.000122914,0.000156183,8.50E-05,7.92E-05,8.53E-05,5.72E-05,6.71E-05,0.000180354,8.53E-05,5.72E-05
20426,0.000251526,0.00023832,0.000258969,0.000280051,0.000351925,0.000223736,0.000294421,0.000221712,0.000351925,0.000223736
20427,0.001162566,0.001179562,0.000860672,0.000973954,0.001142865,0.001466931,0.001032747,0.001165061,0.001142865,0.001466931
20428,6.93E-05,7.27E-05,6.68E-05,6.70E-05,8.29E-05,5.43E-05,6.66E-05,7.35E-05,8.29E-05,5.43E-05
20429,0.000168095,0.000191953,0.000136837,0.00013166,0.000147798,9.65E-05,0.000137257,0.000209094,0.000147798,9.65E-05
20430,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20431,0.000161315,0.000144252,0.000152336,0.000174688,0.000171009,0.000129758,0.000214467,0.00013102,0.000171009,0.000129758
20433,5.78E-06,5.51E-06,4.13E-06,6.09E-06,1.64E-05,1.06E-05,5.35E-06,4.43E-06,1.64E-05,1.06E-05
20434,9.86E-05,9.51E-05,9.84E-05,9.93E-05,0.000116258,7.56E-05,0.000115122,9.16E-05,0.000116258,7.56E-05
20435,0.00014223,0.000131973,0.000144684,0.000154925,0.000194289,0.000123066,0.000173701,0.000121151,0.000194289,0.000123066
20436,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20437,0.000485325,0.000477062,0.000480724,0.000497392,0.000523271,0.00033955,0.000554198,0.000468395,0.000523271,0.00033955
20438,6.93E-05,7.27E-05,5.66E-05,6.70E-05,7.44E-05,5.63E-05,6.66E-05,7.35E-05,7.44E-05,5.63E-05
20439,0.002986485,0.002885327,0.002889293,0.00319079,0.003083665,0.00280774,0.003192297,0.002803615,0.003083665,0.00280774
20440,8.52E-05,8.60E-05,7.33E-05,8.72E-05,0.000100781,7.52E-05,8.84E-05,8.42E-05,0.000100781,7.52E-05
20441,0.000361691,0.000337057,0.0002627,0.000308806,0.000448117,0.000658192,0.000335499,0.000301043,0.000448117,0.000658192
20442,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20443,6.93E-05,7.27E-05,6.68E-05,6.70E-05,8.29E-05,5.43E-05,6.66E-05,7.35E-05,8.29E-05,5.43E-05
20444,3.51E-05,2.79E-05,3.66E-05,3.84E-05,5.18E-05,3.19E-05,5.38E-05,2.24E-05,5.18E-05,3.19E-05
20445,0.000114498,0.00010847,0.00011864,0.000119438,0.000145404,9.37E-05,0.000136844,0.000102271,0.000145404,9.37E-05
20446,0.000401211,0.000372589,0.000425944,0.000458445,0.000503764,0.000325488,0.000493692,0.000344707,0.000503764,0.000325488
20447,0.001715344,0.001656655,0.0016157,0.001860792,0.001808486,0.001357769,0.001978314,0.001605553,0.001808486,0.001357769
20449,0.00077452,0.000770813,0.000686053,0.000847984,0.000838977,0.00062606,0.0008339,0.00075642,0.000838977,0.00062606
20450,5.78E-06,5.51E-06,4.13E-06,6.09E-06,1.64E-05,1.06E-05,5.35E-06,4.43E-06,1.64E-05,1.06E-05
20451,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20452,0.001077702,0.001280912,0.000911971,0.000894363,0.000769167,0.000611904,0.000765259,0.001439308,0.000769167,0.000611904
20453,0.000215483,0.000188023,0.000203049,0.000240197,0.000250305,0.00018639,0.000295056,0.000166184,0.000250305,0.00018639
20454,5.78E-06,5.51E-06,4.13E-06,6.09E-06,1.64E-05,1.06E-05,5.35E-06,4.43E-06,1.64E-05,1.06E-05
20455,0.000161315,0.000144252,0.000174515,0.000174688,0.000182669,0.00011963,0.000214467,0.00013102,0.000182669,0.00011963
20456,0.000145406,0.000130911,0.000154266,0.000154513,0.000153522,0.000101542,0.000192744,0.000120302,0.000153522,0.000101542
20457,8.52E-05,8.60E-05,7.33E-05,8.72E-05,0.000100781,7.52E-05,8.84E-05,8.42E-05,0.000100781,7.52E-05
20458,0.000219452,0.000211206,0.00021875,0.000236243,0.000294929,0.000186351,0.000251259,0.000199927,0.000294929,0.000186351
20459,0.000257551,0.000238281,0.000270114,0.000272228,0.00031189,0.00020171,0.000322792,0.000221681,0.00031189,0.00020171
20460,5.78E-06,5.51E-06,4.13E-06,6.09E-06,1.64E-05,1.06E-05,5.35E-06,4.43E-06,1.64E-05,1.06E-05
20461,8.52E-05,8.60E-05,8.71E-05,8.72E-05,0.000112071,7.24E-05,8.84E-05,8.42E-05,0.000112071,7.24E-05
20462,0.000645443,0.000577118,0.000706873,0.000725255,0.000777474,0.000506852,0.000858628,0.000524154,0.000777474,0.000506852
20463,3.51E-05,2.79E-05,3.66E-05,3.84E-05,5.18E-05,3.19E-05,5.38E-05,2.24E-05,5.18E-05,3.19E-05
20464,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20465,5.94E-05,8.90E-05,2.20E-05,1.83E-05,1.74E-05,1.21E-05,5.77E-06,0.000111251,1.74E-05,1.21E-05
20466,0.000155025,0.000159802,0.000126853,0.000154693,0.000184038,0.000135532,0.000152956,0.000158626,0.000184038,0.000135532
20467,0.002000732,0.002011386,0.001779898,0.002015962,0.001936251,0.001553513,0.002161172,0.002018268,0.001936251,0.001553513
20468,0.000184298,0.000182231,0.000155813,0.000186957,0.00021666,0.000159499,0.000201438,0.000176647,0.00021666,0.000159499
20469,0.004553669,0.004376746,0.005125905,0.005015653,0.00491101,0.003323692,0.005206145,0.004281746,0.00491101,0.003323692
20470,0.000155025,0.000159802,0.000126853,0.000154693,0.000184038,0.000135532,0.000152956,0.000158626,0.000184038,0.000135532
20471,5.78E-06,5.51E-06,4.13E-06,6.09E-06,1.64E-05,1.06E-05,5.35E-06,4.43E-06,1.64E-05,1.06E-05
20472,0.000524766,0.000488986,0.000469118,0.000529732,0.000569707,0.000529254,0.000656284,0.00046286,0.000569707,0.000529255
20473,6.93E-05,7.27E-05,6.68E-05,6.70E-05,8.29E-05,5.43E-05,6.66E-05,7.35E-05,8.29E-05,5.43E-05
20474,3.51E-05,2.79E-05,3.31E-05,3.84E-05,4.91E-05,3.46E-05,5.38E-05,2.24E-05,4.91E-05,3.46E-05
20475,0.003900309,0.003964236,0.004153363,0.004079721,0.004128076,0.003187916,0.003803909,0.004014691,0.004128076,0.003187916
20476,3.51E-05,2.79E-05,3.66E-05,3.84E-05,5.18E-05,3.19E-05,5.38E-05,2.24E-05,5.18E-05,3.19E-05
20477,8.52E-05,8.60E-05,7.33E-05,8.72E-05,0.000100781,7.52E-05,8.84E-05,8.42E-05,0.000100781,7.52E-05
20478,9.86E-05,9.51E-05,9.84E-05,9.93E-05,0.000116258,7.56E-05,0.000115122,9.16E-05,0.000116258,7.56E-05
20480,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20481,9.86E-05,9.51E-05,9.84E-05,9.93E-05,0.000116258,7.56E-05,0.000115122,9.16E-05,0.000116258,7.56E-05
20482,0.007712775,0.007911929,0.007162099,0.007661368,0.007017929,0.0071519,0.00736653,0.008091647,0.007017929,0.0071519
20483,0.001611444,0.001528314,0.001724395,0.001711056,0.001746287,0.001142943,0.001952682,0.001471557,0.001746287,0.001142943
20484,0.000284712,0.000301496,0.000255953,0.000254428,0.000277876,0.000181065,0.000279472,0.000312219,0.000277876,0.000181065
20485,5.78E-06,5.51E-06,4.13E-06,6.09E-06,1.64E-05,1.06E-05,5.35E-06,4.43E-06,1.64E-05,1.06E-05
20486,0.000298342,0.000274102,0.000314844,0.000335301,0.000389189,0.000249711,0.000372043,0.000250462,0.000389189,0.000249711
20487,0.000114498,0.00010847,0.00011864,0.000119438,0.000145404,9.37E-05,0.000136844,0.000102271,0.000145404,9.37E-05
20489,0.000112957,0.000109544,9.49E-05,0.000122662,0.000144924,0.000105645,0.000125219,0.00010313,0.000144924,0.000105645
20490,6.93E-05,7.27E-05,6.68E-05,6.70E-05,8.29E-05,5.43E-05,6.66E-05,7.35E-05,8.29E-05,5.43E-05
20491,0.000290547,0.000285425,0.000297524,0.000324326,0.000372895,0.000239166,0.000320157,0.000274675,0.000372895,0.000239166
20492,0.000189046,0.000167755,0.000200559,0.000210175,0.000231553,0.00014904,0.000251323,0.0001499,0.000231553,0.00014904
20493,0.000161315,0.000144252,0.000174515,0.000174688,0.000182669,0.00011963,0.000214467,0.00013102,0.000182669,0.00011963
20494,0.00067099,0.000736006,0.000616469,0.000642594,0.000692908,0.000450295,0.000586996,0.00077559,0.000692908,0.000450295
20495,6.93E-05,7.27E-05,5.66E-05,6.70E-05,7.44E-05,5.63E-05,6.66E-05,7.35E-05,7.44E-05,5.63E-05
20496,0.000311148,0.000321764,0.000288311,0.00028445,0.000314283,0.000204599,0.000323205,0.000328504,0.000314283,0.000204599
20497,0.000376504,0.00035015,0.000400426,0.00041918,0.000454807,0.000294832,0.00046678,0.000326679,0.000454807,0.000294832
20498,0.000303251,0.000294101,0.000264836,0.000333909,0.000346286,0.000257926,0.000345426,0.000281645,0.000346286,0.000257926
20499,0.000465957,0.000419871,0.00050663,0.000522834,0.000574227,0.000371411,0.000610301,0.000382697,0.000574227,0.000371411
20500,0.000715178,0.00070476,0.000733166,0.000739556,0.000767776,0.000503148,0.00080868,0.000695621,0.000767776,0.000503148
20501,8.52E-05,8.60E-05,8.71E-05,8.72E-05,0.000112071,7.24E-05,8.84E-05,8.42E-05,0.000112071,7.24E-05
20502,6.93E-05,7.27E-05,5.66E-05,6.70E-05,7.44E-05,5.63E-05,6.66E-05,7.35E-05,7.44E-05,5.63E-05
20504,0.000588153,0.000587739,0.000606308,0.000644965,0.000718556,0.000464434,0.000626401,0.000576967,0.000718556,0.000464434
20505,0.000943042,0.001068272,0.000697845,0.000754639,0.000640859,0.000483989,0.000810119,0.001170744,0.000640859,0.000483989
20506,6.93E-05,7.27E-05,6.68E-05,6.70E-05,8.29E-05,5.43E-05,6.66E-05,7.35E-05,8.29E-05,5.43E-05
20507,5.78E-06,5.51E-06,4.13E-06,6.09E-06,1.64E-05,1.06E-05,5.35E-06,4.43E-06,1.64E-05,1.06E-05
20508,0.00031665,0.000319425,0.000219325,0.00024338,0.000296332,0.000386449,0.0002678,0.000311513,0.000296332,0.000386449
20509,0.000545922,0.000532622,0.000496349,0.000594683,0.000581247,0.000437872,0.000617021,0.000517567,0.000581247,0.000437872
20510,3.51E-05,2.79E-05,3.66E-05,3.84E-05,5.18E-05,3.19E-05,5.38E-05,2.24E-05,5.18E-05,3.19E-05
20511,0.000168095,0.000191953,0.000136837,0.00013166,0.000147798,9.65E-05,0.000137257,0.000209094,0.000147798,9.65E-05
20512,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20513,0.000497391,0.000502263,0.000357669,0.000434301,0.000524197,0.000684242,0.000434896,0.000488644,0.000524197,0.000684242
20515,0.01759838,0.017054365,0.016341813,0.017456218,0.017700974,0.020922067,0.018110707,0.016607484,0.017700974,0.020922067
20516,0.000401394,0.000390094,0.000350953,0.00044668,0.000458188,0.000343234,0.000454951,0.000373888,0.000458188,0.000343234
20517,0.000190179,0.000188777,0.000187202,0.000203979,0.000261596,0.000165067,0.000202776,0.000181906,0.000261596,0.000165067
20518,6.93E-05,7.27E-05,6.68E-05,6.70E-05,8.29E-05,5.43E-05,6.66E-05,7.35E-05,8.29E-05,5.43E-05
20519,0.000661581,0.000621277,0.00071497,0.000727335,0.000765382,0.00050026,0.000808267,0.000588798,0.000765382,0.00050026
20520,0.000930828,0.000892709,0.000852748,0.001027232,0.001030969,0.000770015,0.001084349,0.000854359,0.001030969,0.000770015
20521,0.000114498,0.00010847,0.00011864,0.000119438,0.000145404,9.37E-05,0.000136844,0.000102271,0.000145404,9.37E-05
20522,6.93E-05,7.27E-05,6.68E-05,6.70E-05,8.29E-05,5.43E-05,6.66E-05,7.35E-05,8.29E-05,5.43E-05
20523,0.000397663,0.000350337,0.000436526,0.000446296,0.000519924,0.000334698,0.000536083,0.000311713,0.000519924,0.000334698
20524,0.000122914,0.000156183,8.50E-05,7.92E-05,8.53E-05,5.72E-05,6.71E-05,0.000180354,8.53E-05,5.72E-05
20525,0.000753928,0.00069325,0.000717476,0.000843849,0.000814408,0.000615483,0.000956314,0.000646625,0.000814408,0.000615483
20526,0.000832202,0.000774764,0.000779312,0.00092354,0.000914938,0.000688642,0.001030078,0.000727234,0.000914938,0.000688642
20527,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20528,0.000219452,0.000211206,0.00021875,0.000236243,0.000294929,0.000186351,0.000251259,0.000199927,0.000294929,0.000186351
20529,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20530,0.000710099,0.000762755,0.000631447,0.000641689,0.000640616,0.000418558,0.000682559,0.000801009,0.000640616,0.000418558
20531,0.000479772,0.000434936,0.000497298,0.000510826,0.000599857,0.000509142,0.000590795,0.000394801,0.000599857,0.000509142
20532,0.00014223,0.000131973,0.000144684,0.000154925,0.000194289,0.000123066,0.000173701,0.000121151,0.000194289,0.000123066
20533,0.000296206,0.000267956,0.000315337,0.000315538,0.000352868,0.000228416,0.000386584,0.000245523,0.000352868,0.000228416
20534,0.000588153,0.000587739,0.000516296,0.000644965,0.000648573,0.000484285,0.000626401,0.000576967,0.000648573,0.000484285
20535,0.000155025,0.000159802,0.000150333,0.000154693,0.000204885,0.000130919,0.000152956,0.000158626,0.000204885,0.000130919
20536,5.78E-06,5.51E-06,5.01E-06,6.09E-06,1.85E-05,1.06E-05,5.35E-06,4.43E-06,1.85E-05,1.06E-05
20537,0.000777733,0.000729621,0.000841912,0.000857975,0.000894357,0.000584892,0.000953367,0.000690964,0.000894357,0.000584892
20538,9.86E-05,9.51E-05,9.84E-05,9.93E-05,0.000116258,7.56E-05,0.000115122,9.16E-05,0.000116258,7.56E-05
20539,0.00113471,0.001003108,0.001265421,0.00126687,0.001279473,0.000839241,0.001544072,0.000910699,0.001279473,0.000839241
20540,0.001250533,0.001137721,0.001368691,0.001392268,0.001480379,0.000960372,0.001613204,0.001051216,0.001480379,0.000960372
20541,9.86E-05,9.51E-05,8.56E-05,9.93E-05,0.00010705,8.03E-05,0.000115122,9.16E-05,0.00010705,8.03E-05
20542,8.52E-05,8.60E-05,8.71E-05,8.72E-05,0.000112071,7.24E-05,8.84E-05,8.42E-05,0.000112071,7.24E-05
20543,0.000155025,0.000159802,0.000126853,0.000154693,0.000184038,0.000135532,0.000152956,0.000158626,0.000184038,0.000135532
20544,0.000526266,0.000560055,0.000506047,0.000521633,0.000565833,0.000368709,0.000496078,0.000579357,0.000565833,0.000368709
